co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,timestamp,city,hour,day,month,aqi_change_rate,temp
833.21,0.0,23.22,53.69,2.54,69.36,86.52,84.9,4.0,2026-07-13 20:10:22.673568,Rawalpindi,20,13,7,0.0,28.49
866.66,0.0,22.43,47.4,2.81,76.9,95.36,108.15,5.0,2026-07-13 21:52:13.760082,Rawalpindi,21,13,7,1.0,31.48
876.52,0.0,21.75,44.42,2.89,80.29,99.55,116.37,5.0,2026-07-13 22:52:23.594915,Rawalpindi,22,13,7,0.0,31.55
893.74,0.0,21.5,39.76,2.78,83.46,103.47,117.66,5.0,2026-07-13 23:50:43.846234,Rawalpindi,23,13,7,0.0,31.11
986.29,1.6,21.49,28.03,1.86,83.78,104.74,75.06,5.0,2026-07-14 02:01:39.375002,Rawalpindi,2,14,7,0.0,31.33
373.56,0.17,1.86,132.59,1.89,52.06,76.25,13.5,4.0,2026-07-14 05:25:03.919225,Rawalpindi,5,14,7,-1.0,35.7
318.22,0.1,1.2,134.55,1.21,47.54,68.71,11.38,3.0,2026-07-14 07:54:50.634485,Rawalpindi,7,14,7,-1.0,38.95
312.25,0.12,1.56,134.1,1.1,46.62,65.2,11.24,3.0,2026-07-14 09:53:27.853823,Rawalpindi,9,14,7,0.0,40.34
332.06,0.17,2.29,135.72,1.25,49.69,67.11,12.69,3.0,2026-07-14 11:23:06.406618,Rawalpindi,11,14,7,0.0,40.47
458.46,0.17,7.17,136.06,2.16,69.04,88.71,18.22,4.0,2026-07-14 13:23:21.667393,Rawalpindi,13,14,7,1.0,38.7
675.63,0.0,18.41,91.85,2.35,80.93,100.9,36.74,5.0,2026-07-14 15:20:35.297137,Rawalpindi,15,14,7,1.0,33.21
782.13,0.0,20.46,70.74,2.17,88.76,110.66,45.93,5.0,2026-07-14 17:10:01.816493,Rawalpindi,17,14,7,0.0,26.31
739.19,0.0,17.07,64.15,1.65,89.16,117.57,46.4,5.0,2026-07-14 19:12:15.590788,Rawalpindi,19,14,7,0.0,28.0
732.77,0.0,16.18,51.05,1.53,91.0,125.34,60.81,5.0,2026-07-14 20:55:58.290572,Rawalpindi,20,14,7,0.0,28.02
740.96,0.0,16.46,47.54,1.73,94.2,131.06,74.05,5.0,2026-07-14 21:54:44.361723,Rawalpindi,21,14,7,0.0,28.61
749.55,0.0,16.72,45.86,1.94,96.79,137.19,86.85,5.0,2026-07-14 22:54:02.922195,Rawalpindi,22,14,7,0.0,28.65
762.84,0.0,17.25,44.35,2.12,99.06,143.5,98.56,5.0,2026-07-14 23:49:54.012459,Rawalpindi,23,14,7,0.0,26.12
816.34,0.7,19.66,40.3,2.44,101.6,153.52,108.29,5.0,2026-07-15 01:58:32.171883,Rawalpindi,1,15,7,0.0,27.1
404.56,0.44,4.97,114.82,2.54,78.69,157.64,25.25,5.0,2026-07-15 04:54:44.209582,Rawalpindi,4,15,7,0.0,31.13
371.98,0.17,4.26,115.48,2.19,76.69,143.34,17.8,5.0,2026-07-15 07:12:24.536778,Rawalpindi,7,15,7,0.0,34.87
269.48,0.14,2.08,119.75,1.6,61.51,109.21,10.49,4.0,2026-07-15 09:57:59.427379,Rawalpindi,9,15,7,-1.0,38.38
246.14,0.13,1.89,121.04,1.46,56.7,103.79,8.87,4.0,2026-07-15 11:36:46.074080,Rawalpindi,11,15,7,0.0,36.86
325.37,0.2,6.98,115.95,1.62,56.81,100.53,16.61,4.0,2026-07-15 13:26:34.778351,Rawalpindi,13,15,7,0.0,36.05
502.66,0.0,17.89,80.33,2.15,61.66,105.9,37.6,4.0,2026-07-15 15:23:52.592848,Rawalpindi,15,15,7,0.0,29.32
577.99,0.0,20.08,63.14,2.38,63.5,107.93,51.62,4.0,2026-07-15 17:13:03.670226,Rawalpindi,17,15,7,0.0,27.71
566.8,0.0,18.21,52.88,1.89,62.06,107.07,48.93,4.0,2026-07-15 19:04:19.894994,Rawalpindi,19,15,7,0.0,30.61
555.3,0.0,16.67,44.48,1.59,61.45,108.08,55.36,4.0,2026-07-15 20:55:56.020287,Rawalpindi,20,15,7,0.0,29.49
560.17,0.0,16.73,42.16,1.76,61.73,110.06,68.19,4.0,2026-07-15 21:55:51.336196,Rawalpindi,21,15,7,0.0,28.38
571.02,0.0,17.44,40.84,2.04,62.4,112.62,86.12,4.0,2026-07-15 22:56:06.595188,Rawalpindi,22,15,7,0.0,28.38
594.27,0.0,18.63,38.43,2.25,64.02,115.87,102.09,4.0,2026-07-15 23:57:05.481647,Rawalpindi,23,15,7,0.0,28.38
750.8,4.88,20.45,34.89,2.66,68.84,127.46,110.87,4.0,2026-07-16 02:30:07.309896,Rawalpindi,2,16,7,0.0,31.16
209.52,0.14,1.14,121.52,2.65,48.75,111.7,11.15,4.0,2026-07-16 05:36:12.850286,Rawalpindi,5,16,7,0.0,34.49
196.7,0.11,0.88,121.4,2.44,49.57,113.86,9.93,4.0,2026-07-16 08:04:35.845392,Rawalpindi,8,16,7,0.0,36.16
181.77,0.1,0.99,115.14,2.44,46.05,112.05,8.69,4.0,2026-07-16 10:54:35.506303,Rawalpindi,10,16,7,0.0,40.61
178.78,0.1,1.25,113.19,2.58,44.9,111.93,8.56,4.0,2026-07-16 12:17:44.269203,Rawalpindi,12,16,7,0.0,39.97
420.05,0.0,15.72,79.07,2.93,54.4,120.12,30.52,4.0,2026-07-16 14:56:54.290470,Rawalpindi,14,16,7,0.0,37.78
456.96,0.0,16.57,72.77,2.99,55.7,119.96,34.57,4.0,2026-07-16 16:16:42.532100,Rawalpindi,16,16,7,0.0,37.21
441.99,0.0,13.55,73.46,3.33,56.95,122.75,34.45,4.0,2026-07-16 18:02:29.211071,Rawalpindi,18,16,7,0.0,36.01
343.2,0.0,8.44,78.02,3.78,55.17,124.73,33.17,4.0,2026-07-16 19:59:36.264552,Rawalpindi,19,16,7,0.0,34.34
336.38,0.0,8.24,73.36,3.72,55.09,125.88,36.09,4.0,2026-07-16 21:08:44.304562,Rawalpindi,21,16,7,0.0,33.83
358.35,0.0,9.78,57.75,2.97,55.57,125.88,44.7,4.0,2026-07-16 22:53:49.085145,Rawalpindi,22,16,7,0.0,33.57
378.32,0.0,10.9,49.96,2.64,56.11,126.39,48.43,4.0,2026-07-16 23:55:00.540721,Rawalpindi,23,16,7,0.0,33.6
449.17,0.62,13.96,37.05,2.61,56.84,129.03,48.25,4.0,2026-07-17 02:11:41.326480,Rawalpindi,2,17,7,0.0,34.66
180.7,0.18,1.34,111.27,6.25,50.12,137.71,10.87,4.0,2026-07-17 05:37:46.518928,Rawalpindi,5,17,7,0.0,36.16
174.16,0.14,1.03,117.35,5.59,52.54,136.3,10.2,4.0,2026-07-17 08:01:53.544507,Rawalpindi,8,17,7,0.0,40.5
172.95,0.12,1.21,118.32,4.51,50.85,127.64,9.9,4.0,2026-07-17 10:42:24.232421,Rawalpindi,10,17,7,0.0,41.54
175.54,0.12,1.58,117.65,4.27,49.65,125.24,10.05,4.0,2026-07-17 12:05:34.332429,Rawalpindi,12,17,7,0.0,41.43
223.04,0.03,5.54,106.09,4.01,48.32,120.07,15.78,4.0,2026-07-17 14:29:35.555599,Rawalpindi,14,17,7,0.0,38.46
255.93,0.0,6.65,95.61,3.88,48.06,120.29,20.32,4.0,2026-07-17 16:11:34.477288,Rawalpindi,16,17,7,0.0,37.22
266.77,0.0,6.24,91.32,3.99,48.89,126.25,22.24,4.0,2026-07-17 18:01:13.234485,Rawalpindi,18,17,7,0.0,36.25
300.81,0.0,8.4,74.05,3.2,50.33,124.74,33.31,4.0,2026-07-17 20:02:30.568807,Rawalpindi,20,17,7,0.0,31.72
338.24,0.0,9.94,58.33,2.53,52.04,126.64,43.99,4.0,2026-07-17 21:47:42.927907,Rawalpindi,21,17,7,0.0,31.72
357.21,0.0,10.48,52.41,2.35,52.85,127.75,46.3,4.0,2026-07-17 22:44:03.764960,Rawalpindi,22,17,7,0.0,34.36
378.21,0.0,11.02,47.05,2.25,53.53,128.0,45.95,4.0,2026-07-17 23:48:01.575164,Rawalpindi,23,17,7,0.0,30.61
447.45,0.64,12.54,36.41,2.22,54.39,126.84,45.08,4.0,2026-07-18 02:00:47.095409,Rawalpindi,2,18,7,0.0,31.16
230.18,0.3,2.33,98.93,8.39,51.83,155.25,15.76,4.0,2026-07-18 05:20:15.446650,Rawalpindi,5,18,7,0.0,35.61
187.71,0.09,1.2,111.51,5.6,55.59,146.51,11.17,4.0,2026-07-18 07:41:50.911816,Rawalpindi,7,18,7,0.0,39.53
183.7,0.06,1.27,109.9,4.93,54.47,140.71,10.77,4.0,2026-07-18 09:19:23.634628,Rawalpindi,9,18,7,0.0,38.38
186.2,0.1,1.79,107.98,4.09,52.62,132.52,11.54,4.0,2026-07-18 10:58:30.146266,Rawalpindi,10,18,7,0.0,39.43
190.32,0.12,2.34,106.95,3.76,51.31,128.85,12.27,4.0,2026-07-18 11:54:46.292274,Rawalpindi,11,18,7,0.0,37.38
205.69,0.1,3.78,103.54,3.53,50.44,126.22,14.65,4.0,2026-07-18 13:04:00.185987,Rawalpindi,13,18,7,0.0,36.82
221.23,0.0,4.92,99.23,3.53,49.01,123.75,18.12,4.0,2026-07-18 14:47:32.245705,Rawalpindi,14,18,7,0.0,35.11
229.26,0.0,5.21,93.9,3.44,47.59,121.97,19.99,4.0,2026-07-18 15:51:50.987189,Rawalpindi,15,18,7,0.0,34.86
236.65,0.0,5.33,89.79,3.37,46.58,122.09,21.49,4.0,2026-07-18 16:52:26.240657,Rawalpindi,16,18,7,0.0,34.5
242.26,0.0,5.42,86.44,3.32,45.84,123.32,22.72,4.0,2026-07-18 17:53:14.701796,Rawalpindi,17,18,7,0.0,34.44
256.29,0.0,6.43,78.18,3.05,45.24,120.92,26.96,4.0,2026-07-18 18:56:37.745224,Rawalpindi,18,18,7,0.0,32.83
282.05,0.0,8.06,67.71,2.63,45.55,118.32,33.92,4.0,2026-07-18 20:02:56.874695,Rawalpindi,20,18,7,0.0,32.27
331.17,0.0,10.17,50.89,2.04,46.49,116.54,44.1,4.0,2026-07-18 21:45:13.321051,Rawalpindi,21,18,7,0.0,34.76
351.75,0.0,10.58,45.84,1.91,47.07,116.51,44.97,4.0,2026-07-18 22:43:41.339629,Rawalpindi,22,18,7,0.0,34.6
371.56,0.0,10.65,42.84,1.88,47.73,116.97,44.33,4.0,2026-07-18 23:49:22.884838,Rawalpindi,23,18,7,0.0,34.44
440.41,0.42,11.43,36.14,1.87,49.98,113.32,41.05,4.0,2026-07-19 02:12:24.448391,Rawalpindi,2,19,7,0.0,34.27
233.45,0.21,1.63,101.89,4.45,47.48,129.46,12.02,4.0,2026-07-19 05:46:57.707817,Rawalpindi,5,19,7,0.0,38.21
195.77,0.14,1.1,110.66,3.67,50.81,134.66,10.78,4.0,2026-07-19 08:08:45.655109,Rawalpindi,8,19,7,0.0,38.54
171.52,0.11,1.0,109.78,2.96,48.79,131.42,10.11,4.0,2026-07-19 10:23:18.062363,Rawalpindi,10,19,7,0.0,40.34
155.64,0.08,1.28,103.74,2.47,44.6,124.15,9.73,4.0,2026-07-19 11:53:18.847739,Rawalpindi,11,19,7,0.0,39.92
167.69,0.07,2.54,99.21,2.37,43.22,119.53,11.63,4.0,2026-07-19 13:06:34.932186,Rawalpindi,13,19,7,0.0,39.79
252.39,0.0,7.49,74.83,2.15,27.28,66.61,20.49,3.0,2026-07-19 14:51:08.934508,Rawalpindi,14,19,7,-1.0,33.94
282.38,0.0,8.69,69.4,2.03,27.06,64.67,26.49,3.0,2026-07-19 15:53:35.761627,Rawalpindi,15,19,7,0.0,33.94
321.89,0.0,10.52,64.53,2.14,27.83,66.45,37.74,3.0,2026-07-19 16:53:21.587509,Rawalpindi,16,19,7,0.0,33.38
355.95,0.0,12.44,60.56,2.33,28.93,69.84,49.8,3.0,2026-07-19 17:54:56.196656,Rawalpindi,17,19,7,0.0,36.16
374.74,0.0,13.85,56.04,2.38,29.68,72.17,61.33,3.0,2026-07-19 18:59:32.593822,Rawalpindi,18,19,7,0.0,35.16
391.76,0.0,14.51,50.29,2.31,30.52,73.63,69.83,3.0,2026-07-19 20:09:21.725224,Rawalpindi,20,19,7,0.0,34.63
427.76,0.0,14.62,37.48,1.69,32.06,74.07,55.47,3.0,2026-07-19 21:46:49.611930,Rawalpindi,21,19,7,0.0,30.61
450.17,0.0,14.58,32.51,1.37,32.85,72.25,38.01,3.0,2026-07-19 22:46:02.137494,Rawalpindi,22,19,7,0.0,30.61
469.19,0.0,14.13,29.96,1.17,33.5,69.18,25.05,3.0,2026-07-19 23:53:20.188778,Rawalpindi,23,19,7,0.0,30.05
434.87,0.88,7.16,50.79,1.71,29.51,50.94,13.17,3.0,2026-07-20 02:32:45.404491,Rawalpindi,2,20,7,0.0,32.27
353.7,0.34,2.95,97.53,2.32,38.65,58.92,9.82,3.0,2026-07-20 06:12:58.451294,Rawalpindi,6,20,7,0.0,36.69
263.21,0.15,1.8,115.82,2.24,38.91,66.59,8.59,3.0,2026-07-20 09:55:35.546357,Rawalpindi,9,20,7,0.0,36.42
247.33,0.1,2.56,108.67,2.07,29.26,52.07,8.58,3.0,2026-07-20 12:13:22.747572,Rawalpindi,12,20,7,0.0,38.59
418.08,0.0,12.34,54.83,3.51,23.88,29.51,10.93,2.0,2026-07-20 15:07:36.411296,Rawalpindi,15,20,7,-1.0,31.72
556.85,0.0,14.22,37.07,3.09,28.66,31.1,7.25,3.0,2026-07-20 17:56:10.522508,Rawalpindi,17,20,7,1.0,29.49
586.43,0.0,12.68,35.7,3.28,31.62,33.26,5.79,3.0,2026-07-20 19:40:05.786610,Rawalpindi,19,20,7,0.0,31.21
607.03,0.0,12.25,33.97,3.14,33.58,34.99,5.56,3.0,2026-07-20 21:06:56.327390,Rawalpindi,21,20,7,0.0,29.93
633.86,0.0,11.35,31.31,2.36,29.02,30.3,5.53,3.0,2026-07-20 22:55:22.452632,Rawalpindi,22,20,7,0.0,29.09
644.55,0.0,10.96,30.1,1.99,25.04,26.25,5.34,3.0,2026-07-20 23:53:56.204665,Rawalpindi,23,20,7,0.0,28.75
669.4,0.02,11.24,25.26,1.51,25.04,26.28,5.39,3.0,2026-07-21 02:11:25.592722,Rawalpindi,2,21,7,0.0,24.26
759.69,0.84,15.13,16.56,1.6,25.5,26.84,5.3,3.0,2026-07-21 05:45:40.954181,Rawalpindi,5,21,7,0.0,24.66
779.38,0.94,15.85,19.21,1.61,23.27,24.65,5.67,2.0,2026-07-21 08:19:24.175313,Rawalpindi,8,21,7,-1.0,31.61
803.43,0.44,18.01,15.29,1.72,22.74,24.2,5.96,2.0,2026-07-21 11:04:05.206679,Rawalpindi,11,21,7,0.0,28.47
812.47,0.45,21.13,18.46,2.19,23.03,24.62,8.43,2.0,2026-07-21 13:28:28.209533,Rawalpindi,13,21,7,0.0,26.18
906.83,0.06,23.66,11.1,1.9,27.28,29.4,8.24,3.0,2026-07-21 15:40:09.907045,Rawalpindi,15,21,7,1.0,25.05
905.88,0.03,22.51,11.67,1.92,27.78,30.19,8.5,3.0,2026-07-21 17:12:39.200111,Rawalpindi,17,21,7,0.0,25.05
853.46,0.01,18.02,17.3,1.86,27.19,29.61,7.92,3.0,2026-07-21 19:13:16.419114,Rawalpindi,19,21,7,0.0,25.05
788.43,0.0,12.72,27.51,1.41,26.65,28.54,5.97,3.0,2026-07-21 21:02:28.038997,Rawalpindi,21,21,7,0.0,25.05
720.5,0.0,8.49,37.65,1.07,24.83,26.49,5.52,2.0,2026-07-21 22:51:32.750507,Rawalpindi,22,21,7,-1.0,25.05
709.16,0.0,7.59,39.2,0.99,25.07,26.64,5.89,3.0,2026-07-21 23:52:58.566004,Rawalpindi,23,21,7,1.0,25.05
713.21,0.01,7.16,39.27,1.05,25.78,27.46,6.06,3.0,2026-07-22 02:09:17.686956,Rawalpindi,2,22,7,0.0,25.05
810.58,0.14,10.76,33.43,1.76,31.31,33.86,6.99,3.0,2026-07-22 05:44:51.155732,Rawalpindi,5,22,7,0.0,30.26
843.49,0.1,12.31,33.85,2.02,31.32,33.62,6.86,3.0,2026-07-22 08:20:28.477755,Rawalpindi,8,22,7,0.0,29.32
